Time,SetPoint,KP,KI,KD,Timer,FeedBack,Output,Difficulty
0.035902976989746094,85,0.03,0.01,0.001,15,63.68359375,0.85407734375,3
15.086312532424927,85,0.03,0.01,0.001,15,63.28515625,1.0658203125,4
30.338876247406006,85,0.03,0.01,0.001,15,64.0703125,1.2949484375,5
45.36698913574219,85,0.03,0.01,0.001,15,64.76953125,1.4806117187499999,5
60.68579173088074,85,0.03,0.01,0.001,15,67.37890625,1.6619455729166668,5
75.81100869178772,85,0.03,0.01,0.001,15,67.046875,1.7597479166666665,5
91.01731562614441,65,0.03,0.01,0.001,15,64.87890625,1.1481028645833333,5
106.19741463661194,65,0.03,0.01,0.001,15,64.56640625,1.21580859375,5
121.33412909507751,65,0.03,0.01,0.001,15,64.83203125,1.2293958333333332,5
136.62686491012573,65,0.03,0.01,0.001,15,66.31640625,1.2230682291666668,5
151.7291476726532,65,0.03,0.01,0.001,15,69.39453125,1.1652916666666666,5
167.0582299232483,65,0.03,0.01,0.001,15,69.71484375,1.0288963541666667,5
182.35100483894348,65,0.03,0.01,0.001,15,70.19921875,0.9723223958333332,5
197.61574959754944,65,0.03,0.01,0.001,15,70.0546875,0.9057880208333333,5
212.68708276748657,65,0.03,0.01,0.001,15,68.27734375,0.8596190104166667,5
227.8442485332489,65,0.03,0.01,0.001,15,68.359375,0.8802747395833335,5
243.210266828537,65,0.03,0.01,0.001,15,70.48828125,0.84409609375,5
258.23980593681335,65,0.03,0.01,0.001,15,67.109375,0.7252096354166666,5
